1457,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1458,Hoarding,
1459,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1460,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1461,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1462,Sportmanship,"sore loser, too competitive"
1463,General Intake,
1464,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1465,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1466,Child abuse,need to heal from trauma from past event(s) in childhood
1467,Incarcerated parent,"one or both parents are in jail or prison
"
1468,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1469,ESL,ESL
1470,unhappy with coach,unhappy with coach
1471,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1472,Active Quest,user is a primary or participating quester
1473,ADHD ,diagnosed with ADHD or suspects ADHD
1474,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1475,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1476,Clinical Anxiety,"for preclinical, go to stress
"
1477,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1478,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1479,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1480,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1481,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1482,Bored,"no purpose, nothing to do
"
1483,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1484,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1485,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1486,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1487,Build wealth,"want to make more money, save money, invest money"
1488,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1489,Hyperactivity/Inattention,Pre-ADHD diagnosis
1490,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1491,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1492,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1493,Poor Mental Health,Pre-diagnosis
1494,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1495,Parenting Stress,"struggling with connecting with kids and discipline
"
1496,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1497,Personal Care and Hygiene,skills related to taking care of oneself
1498,Declining physical health,want to get healthier. general health problems.   no series illnesses
1499,Resilience,"giving up too quickly or easily, can't bounce back"
1500,Self-Regulation and Coping,"""overreacting"" "
1501,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1502,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1503,Trauma,"emotional abuse, need help setting boundaries"
1504,Stress,general stress management
1505,Debt,trying to get rid of debt and save more
1506,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1507,Eating Disorder,"anorexia, bulimia, binge eating"
1508,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1509,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1510,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1511,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1512,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1513,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1514,FBA,working with an ABA agency or school on obtaining an FBA
1515,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1516,Suicidal Ideations,having thoughts about suicide or dying
1517,Suicide Risk,action plans made for suicide and need external support
1518,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1519,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1520,No Friends,"user wants to make friends
"
1521,SPED caregiver,burnout and stress from caring for high needs family members
1522,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1523,Loneliness,"having no friends, feel like they have no one to talk to "
1524,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1525,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1526,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1527,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1528,Hoarding,
1529,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1530,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1531,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1532,Sportmanship,"sore loser, too competitive"
1533,General Intake,
1534,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1535,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1536,Child abuse,need to heal from trauma from past event(s) in childhood
1537,Incarcerated parent,"one or both parents are in jail or prison
"
1538,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1539,ESL,ESL
1540,unhappy with coach,unhappy with coach
1541,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1542,Active Quest,user is a primary or participating quester
1543,ADHD ,diagnosed with ADHD or suspects ADHD
1544,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1545,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1546,Clinical Anxiety,"for preclinical, go to stress
"
1547,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1548,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1549,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1550,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1551,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1552,Bored,"no purpose, nothing to do
"
1553,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1554,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1555,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1556,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
